run_id,best_target,best_family,best_d_total
449.0,proton,nucleon_like,19.088394531400127
450.0,proton,nucleon_like,2.846159455948176
451.0,proton,nucleon_like,4.818443796177192
452.0,proton,nucleon_like,4.297119959852179
453.0,proton,nucleon_like,11.40140065071751
454.0,rho,rho_like,10.119752889549765
455.0,proton,nucleon_like,3.666986925324475
456.0,proton,nucleon_like,20.23245930610386
457.0,proton,nucleon_like,22.27898329111851
458.0,proton,nucleon_like,21.900642411074475
459.0,rho,rho_like,10.631216734351304
460.0,proton,nucleon_like,22.791018489874787
461.0,proton,nucleon_like,22.782917749528945
462.0,proton,nucleon_like,18.841186621103375
463.0,proton,nucleon_like,13.716008348103506
464.0,proton,nucleon_like,19.02538075034409
465.0,proton,nucleon_like,2.4395652601534046
466.0,proton,nucleon_like,3.666986925324475
467.0,proton,nucleon_like,10.11109069096043
468.0,pion,pion_like,0.0
469.0,proton,nucleon_like,2.4395652601534046
470.0,rho,rho_like,7.0987653444596885
471.0,proton,nucleon_like,11.140534090017004
472.0,proton,nucleon_like,4.297119959852184
473.0,proton,nucleon_like,13.864941794673845
474.0,proton,nucleon_like,18.442646254386624
475.0,proton,nucleon_like,22.78291774952895
476.0,proton,nucleon_like,17.30098281354443
477.0,pion,pion_like,8.810055766753043
478.0,proton,nucleon_like,17.300982813544433
479.0,proton,nucleon_like,2.846159455948183
480.0,proton,nucleon_like,17.300982813544426
481.0,proton,nucleon_like,20.213540492128836
482.0,rho,rho_like,10.119752889549765
483.0,rho,rho_like,10.329629409891185
484.0,proton,nucleon_like,21.65428408623802
485.0,proton,nucleon_like,2.846159455948185
486.0,proton,nucleon_like,11.401400650717495
487.0,proton,nucleon_like,2.875360326613234
488.0,proton,nucleon_like,6.973706752868331
489.0,proton,nucleon_like,2.875360326613234
490.0,rho,rho_like,21.08746385505245
491.0,proton,nucleon_like,2.8753603266132304
492.0,proton,nucleon_like,9.60651771439235
493.0,proton,nucleon_like,2.439565260153411
494.0,rho,rho_like,21.087463855052462
495.0,rho,rho_like,22.08683071960821
496.0,proton,nucleon_like,3.666986925324477
497.0,proton,nucleon_like,11.40140065071751
498.0,proton,nucleon_like,2.439565260153409
499.0,proton,nucleon_like,19.13940568749311
500.0,pion,pion_like,14.028829290600275
501.0,proton,nucleon_like,2.846159455948183
502.0,rho,rho_like,20.19382666021431
503.0,rho,rho_like,9.792955497531867
504.0,rho,rho_like,10.60903162187266
505.0,proton,nucleon_like,2.4395652601534135
506.0,proton,nucleon_like,18.90263587758327
507.0,rho,rho_like,10.010013505937852
508.0,proton,nucleon_like,21.654284086238015
509.0,pion,pion_like,14.182040990382944
510.0,proton,nucleon_like,2.87536032661323
511.0,proton,nucleon_like,15.953278099728129
512.0,rho,rho_like,10.656426800272847
513.0,proton,nucleon_like,11.401400650717502
514.0,proton,nucleon_like,24.904410855699343
515.0,proton,nucleon_like,19.738300505416586
516.0,rho,rho_like,10.11975288954976
517.0,rho,rho_like,10.631216734351296
518.0,proton,nucleon_like,3.666986925324475
519.0,proton,nucleon_like,11.140534090017024
520.0,proton,nucleon_like,15.403389951088254
521.0,proton,nucleon_like,20.300064598962468
522.0,proton,nucleon_like,2.846159455948179
523.0,proton,nucleon_like,20.384571215035713
524.0,proton,nucleon_like,27.223330183191713
525.0,proton,nucleon_like,11.610093899277896
526.0,proton,nucleon_like,3.666986925324477
527.0,proton,nucleon_like,2.4395652601533984
528.0,rho,rho_like,10.57066409650109
529.0,proton,nucleon_like,20.300064598962457
530.0,proton,nucleon_like,21.695845671970552
531.0,proton,nucleon_like,11.140534090017024
532.0,proton,nucleon_like,2.846159455948185
533.0,rho,rho_like,8.203429203808094
534.0,pion,pion_like,27.719036013116366
535.0,rho,rho_like,12.304938023722226
536.0,proton,nucleon_like,5.154136015462488
537.0,proton,nucleon_like,13.084940919297244
538.0,pion,pion_like,25.73858063113299
539.0,proton,nucleon_like,18.841186621103382
540.0,proton,nucleon_like,18.422413810747795
541.0,rho,rho_like,9.096825208928347
542.0,proton,nucleon_like,11.140534090017017
543.0,proton,nucleon_like,7.130183880212035
544.0,proton,nucleon_like,10.16023483673089
545.0,proton,nucleon_like,26.64605338510419
546.0,proton,nucleon_like,17.591361420648433
547.0,proton,nucleon_like,2.87536032661323
548.0,proton,nucleon_like,17.591361420648425
549.0,rho,rho_like,6.524981715289213
550.0,rho,rho_like,9.337859891139978
551.0,proton,nucleon_like,11.140534090017018
552.0,proton,nucleon_like,22.782917749528938
553.0,proton,nucleon_like,24.21545714015541
554.0,pion,pion_like,11.409403455606219
555.0,proton,nucleon_like,9.506911868744314
556.0,rho,rho_like,8.818708267914932
557.0,proton,nucleon_like,15.558625819989034
