attempt_id	species_id	memory_score_k10
425	041569d87843e193042dd470ac342c8bafedb6c8f35231f4832bb5a95c32bde7	-11.060127870724761
427	7b523036c3f7f1c412541a33ae39287799ffbac2a4c7c475915ae055123f5d26	-1.2962239609861852
429	1c48dff24f1891d54b5d4b551373bd913e9eee7c2583f7a667ee7fb092400583	-2.215103065727563
432	aca5da0ad5cdecf3ded20e5e3e6039ee6e3d2c1df1b8e697893082848694fa42	-2.837498762117363
433	e5c74630e00c279a1ccf9571d52a662308d4d393e82921eadbc0272ec5102646	-2.182705206520819
437	3c60660e88c337a63dc89ccfea2af1e0493ce27200377d2ea61af5ad04f9dcda	-0.9033438840415364
438	a0515dd28a96c716da56307a6207aaad7b08dc82921c7c2c8c12a2cbf9ba1087	-0.06784013494912289
440	fd3491d8764d4e8a6cdbc38f27ec9d1569f651f6632796344075648bb5bd73b8	-0.39849573611071176
444	0c17126a63f7a94eb447ce554522b5458c038c91899079effd73821386dcbdb5	-0.022632220534942515
445	598f5f92c9cc84ba70306d01b35407852244a7c71f9429aee4798da37e0d530e	-9.15667840420406
447	cfa70b69a507dcdb5c7cd88d31a2894ddf857c229508345deff72e1ced520052	-0.12076418131851141
448	8be28a8892dec8d5742e4c2218c1df66f709bb7dcbad8d902ef16ce066d84086	-0.4438772993003781
454	489670755ce42162927ea10d4ab0ca74cd3533a1941373e5208c6134a56351a9	-0.1793067473491412
455	7dc9313f4d092211d033665f53af54960e1e450c3bf3d23c304d0c8a4620c4b2	-0.30520041451746716
457	90722fc4cf0164fc01156794bfc912c9ec21bfa03e054dfed2fd8d5321b215af	-0.029451141514512003
459	33cb9681227a6eff1c9c21b39c7e0d4b6bb712d28411fd46229007c57b1a3405	-11.688806585293783
461	aadb2eaba5b0e818cf225a7454c2a66581cfe3ee02873627d14baca8f7b2ee8e	-13.001958023887859
466	ecd89c21ebf85346abd7823dc80b3ace538aebfcf371d64b90e82a271eccfa1d	-3.3990288793528416
467	e29f7afeb1c9573cbece478de9914ef27635a4686cc038aa273388ef4b051eb2	-65.20388430378593
471	f0f56ab41fa692b7e981963384955de327f8cef207351e1c299edec04acbdb3f	-8.131097939065132
475	3f7a3e8bb9cb20df634194068214bd3e0004253e5529167b63c8adedcd1e80f5	-2.299521371167807
479	86842e1579b9886b54d29a14dec6d75a2b79265d6278b576ef03059f3b139138	-4.405156859426131
480	f5de060f348baee08aaa8676c17d241244376bb3bcdbed7931d9304bd771e4ed	-1.1869677504944858
481	f8a3a922d6220449b2ade48a41a8cdf6c36769c01448b08fe38ef3402a3affbc	-0.5088972099601261
